customerid,average_order_value,time_between_purchases_log,purchase_behavior,churn_probability
CUST_U17FKT,66.84,61,1,0
CUST_H605W3,172.68,23,5,1
CUST_VTLB9Q,194.28,68,16,0
CUST_V4UV84,38.09,28,1,1
CUST_62KICU,163.9,60,10,1
CUST_2ACXC0,152.39,15,10,0
CUST_GBYWH4,55,79,1,1
CUST_657TBJ,39.53,56,17,0
CUST_TM40BG,77.86,59,11,1
CUST_MZUQCP,69.31,69,8,0
CUST_U2PMOQ,123.73,42,10,1
CUST_5AB4UE,41.25,47,18,1
CUST_W24CIX,30.47,8,13,0
CUST_J2SNY7,47.39,73,17,1
CUST_GJDU9G,29.36,8,14,1
CUST_NKLXJF,175.5,78,9,1
CUST_WXTLKF,55.64,41,19,1
CUST_ILC8J9,131,27,15,1
CUST_TU0KHN,122.08,49,19,0
CUST_FXY03O,60.55,22,1,0
CUST_DKTQRJ,110.88,78,1,0
CUST_V1L3SO,142.27,18,8,0
CUST_RP8IO0,181.06,53,14,1
CUST_7MF9F8,70.55,15,9,1
CUST_2WSWNJ,142.91,14,19,0
CUST_9HRFEC,150.67,68,14,1
CUST_JX0MC3,125.77,80,19,1
CUST_0LPFWE,153.81,76,12,1
CUST_3UVXXB,148.55,12,9,1
CUST_ETGB5O,92.06,16,7,0
CUST_P2B7RK,125.79,27,6,1
CUST_0PBCDK,124.08,41,11,0
CUST_FZRE7V,59.29,28,13,1
CUST_J5L49R,39.38,31,9,1
CUST_3LBICH,95.39,30,18,1
CUST_XB444C,175.77,62,8,1
CUST_EGRRL0,173.37,47,3,1
CUST_WOZCO0,143.16,12,2,0
CUST_XXA9YY,79.91,69,19,0
CUST_RLXM37,71.86,13,15,1
CUST_DRQA4A,121.92,74,7,0
CUST_DZ4YGB,154.19,13,19,0
CUST_N4KJ0W,161.2,83,12,1
CUST_O564I7,197.85,49,11,1
CUST_M5JOZF,86.34,58,17,1
CUST_ZYJ13O,72.7,83,8,1
CUST_BQDDIB,142.74,65,17,1
CUST_DBU79G,161.1,79,11,1
CUST_8EH70B,97.2,71,9,1
CUST_PYEA9B,85.33,40,15,1
CUST_45U7SN,170.22,50,12,0
CUST_WHLP8S,176.32,22,8,0
CUST_LRGIIG,131.72,6,6,0
CUST_HJ8KYQ,127.15,16,12,0
CUST_TIOZKN,58.66,54,2,1
CUST_NLPL2L,189.67,20,17,0
CUST_E0VL8Z,150.77,20,16,1
CUST_X71QKY,28.85,43,14,0
CUST_MISSMH,117.87,89,12,0
CUST_OX0WSW,66.03,70,4,1
CUST_EF86NY,45.19,50,7,1
CUST_TAAQ2S,143.62,25,3,1
CUST_RTFK5U,196.4,55,13,1
CUST_HTAIZ0,104.12,8,15,0
CUST_HQ89PU,41.12,22,15,1
CUST_5ES6RY,81.2,50,6,1
CUST_SFMLJ5,164.83,41,16,1
CUST_CC0RHF,23.07,18,5,1
CUST_LVA4EG,106.85,55,1,1
CUST_T4RGMR,44.8,77,8,1
CUST_Y6KH2M,80.47,16,7,1
CUST_UJ4I0I,48.51,33,9,1
CUST_S1OKPH,127.66,36,5,1
CUST_EEMCYZ,166.3,9,10,1
CUST_7YFPQM,152.14,9,12,0
CUST_7ZRMDM,162.41,68,17,1
CUST_MUDP40,149.64,39,19,0
CUST_W7WWPK,132.31,60,19,0
CUST_41NLAY,189.02,89,4,1
CUST_JKTSAO,114.95,64,17,0
CUST_VE2AV2,53.77,34,6,1
CUST_BFY0PR,33.52,21,11,0
CUST_D6M4IZ,179.79,26,14,0
CUST_LJ9IAI,199.34,42,14,1
CUST_AZ3E6S,130.19,31,8,0
CUST_Q0QUZV,116.96,75,13,1
CUST_ZLVKIJ,106.24,32,6,0
CUST_JZOQVT,92.24,64,16,0
CUST_4JLDHN,123.17,5,10,0
CUST_XQTM65,52.11,18,11,1
CUST_EHA16E,45.81,51,16,1
CUST_GY1GWV,66.68,61,19,0
CUST_4ZGQ0I,186.99,71,8,1
CUST_0GJ0NW,195.68,59,9,1
CUST_3TFJAM,185.28,6,14,0
CUST_MUVGPA,175.7,12,7,1
CUST_9JJ562,190.61,82,17,0
CUST_1X0LHW,121.53,29,5,1
CUST_5XKEXZ,32.39,82,11,0
CUST_BX67GU,149.84,55,14,0
CUST_CYI7VP,67.88,80,15,0
CUST_9ZRKWV,57.55,5,6,1
CUST_6YHPGH,135.68,7,13,1
CUST_A76UD3,79.92,28,9,1
CUST_9FC50T,33.3,31,17,0
CUST_I2ACFP,49.92,59,2,1
CUST_SEHMZN,98.46,68,4,0
CUST_SEP2BN,177.99,50,14,0
CUST_IOT3HV,69.55,6,14,1
CUST_X5H61N,157.22,23,16,1
CUST_1K3FS5,180.09,12,13,0
CUST_LHDRGM,169.47,34,19,1
CUST_P3R26Q,198.65,65,15,0
CUST_FJZCIF,108.4,61,7,1
CUST_I5FOF6,40.87,59,9,1
CUST_NRJ3XG,46.02,16,18,1
CUST_2V33HZ,35.43,67,2,0
CUST_N5KOJL,161.09,60,17,0
CUST_9VPMQU,154.25,39,4,1
CUST_IX401Q,199.1,36,12,1
CUST_DXJW66,54.01,71,15,0
CUST_N73I4N,71.9,41,11,0
CUST_J9HLS7,108.44,50,2,1
CUST_1T3INE,184.67,59,4,1
CUST_EJPQ7G,22.37,24,4,0
CUST_K3IUGB,112.6,48,14,1
CUST_9H3VZL,95.73,86,16,0
CUST_XY7TTB,147.88,60,8,0
CUST_DQEAYN,62.36,60,9,0
CUST_D24FPA,166.31,49,6,1
CUST_XWE8BZ,113.26,73,11,1
CUST_MACMJT,83.74,69,8,0
CUST_1IYNHV,170.31,82,12,0
CUST_1S2MSA,159.43,34,8,0
CUST_6N5XZC,163.83,52,3,1
CUST_M5R30Y,140.93,13,15,0
CUST_ABEBXO,125.91,78,7,0
CUST_KD8OJ6,175.08,47,15,1
CUST_PLF51R,105.71,80,2,0
CUST_NY88W8,186.07,7,5,0
CUST_C8Z09S,141.99,36,1,0
CUST_WZ563N,189.67,72,9,0
CUST_E3IXPQ,129.64,19,17,0
CUST_44O6ZI,75.5,75,16,1
CUST_8R9MWB,124.05,73,9,1
CUST_N6HHYX,125.93,16,16,1
CUST_0293LD,164.19,66,3,0
CUST_C8K6GS,189.27,38,6,1
CUST_7NIB7M,155.49,10,14,0
CUST_JK6K0D,147.03,29,19,1
CUST_YN7PNG,123.19,72,6,0
CUST_L26AZ3,191.72,79,15,1
CUST_67S266,87.03,26,9,1
CUST_L2AUN0,142.77,52,18,0
CUST_A7SNXF,120.56,35,5,0
CUST_UHPUYZ,158.74,56,5,1
CUST_MOFD66,116.48,88,11,0
CUST_HWKVNS,99.53,38,15,1
CUST_RVOINA,199.91,44,1,1
CUST_YN221K,37.63,79,10,1
CUST_LI6DAI,139.44,38,13,0
CUST_ZUYLLI,159.2,54,11,1
CUST_WW3R75,35.92,86,12,1
CUST_1BPRKT,133.95,87,12,0
CUST_GTWON9,118.42,27,16,1
CUST_DMMU62,143.64,53,16,0
CUST_MRZ6M4,162.86,62,2,0
CUST_S7DC53,93.24,37,1,0
CUST_OEVCL7,160.87,46,9,0
CUST_4Y55YF,63.73,53,15,1
CUST_BMA2HG,177.06,64,16,0
CUST_ADD3GS,80.45,63,1,0
CUST_JPF9TS,28.91,78,6,1
CUST_O5ORWL,64.13,32,18,1
CUST_XBEQPG,99.58,56,19,0
CUST_8YGPRV,73.4,23,2,1
CUST_MKI099,67.35,61,13,1
CUST_C0TECN,52.96,19,18,1
CUST_PPKMTT,74.8,58,6,0
CUST_ERDH3N,164.76,19,1,1
CUST_JTMIWD,117.07,20,10,0
CUST_CU1MAJ,58.65,47,6,1
CUST_Y6M932,169.32,84,10,0
CUST_NXEQ9J,183.17,53,8,0
CUST_A0HHBB,86.04,43,13,0
CUST_40J3Y3,64.11,59,7,0
CUST_FU7L4S,123.11,76,7,0
CUST_ZJBV0N,57.83,43,7,1
CUST_P2HSKM,91.93,28,19,0
CUST_BPCLNC,60.3,67,17,0
CUST_FZ5MK5,166.96,20,4,0
CUST_VIVADO,26.67,14,2,0
CUST_9EPHJZ,130.39,34,6,1
CUST_JXRN28,146.31,70,12,1
CUST_5HES3L,46.41,79,2,1
CUST_8Q1EN3,125.31,15,1,0
CUST_D3JK8K,58.42,42,8,0
CUST_45L1B8,139.37,69,18,0
CUST_CUIL91,48.46,29,1,0
CUST_V1VBBM,85.94,35,1,0
CUST_DEW44I,126.46,29,14,0
CUST_ZG6J8H,72.41,49,1,1
CUST_2XQXOH,192.93,78,15,0
CUST_I32763,62.98,86,5,1
CUST_TSAHUS,94.82,5,10,0
CUST_HF4JV0,194.14,62,16,0
CUST_WF5RXR,96.53,22,5,1
CUST_P7MDKP,31.34,53,2,0
CUST_8R0FRD,82.07,25,18,0
CUST_6WTWOI,46.87,34,1,0
CUST_OX9YYS,160.06,81,19,1
CUST_UW8CCY,86.26,29,10,0
CUST_MUSYG7,126.01,84,12,0
CUST_6A66IS,187.83,32,11,0
CUST_69USOI,52.59,34,17,0
CUST_71X66G,82.17,14,14,1
CUST_FRWXK4,98.03,21,19,0
CUST_SLDL9L,94.17,26,13,1
CUST_4Z9N0V,199.32,53,8,1
CUST_8EE5OK,37.09,75,8,0
CUST_EZ9ZQ5,43.31,29,8,1
CUST_XXFRQP,43.58,44,12,0
CUST_A2M8UI,103.22,7,17,0
CUST_6MPZ9V,76.12,46,8,0
CUST_9IZPCZ,102.6,72,8,0
CUST_ESEGG1,177.15,12,12,1
CUST_FU6JPD,133.48,63,16,0
CUST_HD3WK6,172.59,10,8,0
CUST_HWV44I,82.52,85,13,1
CUST_CIXJ9P,159.69,13,12,1
CUST_90BRZI,70.13,51,18,0
CUST_I5S3FA,39.75,89,1,1
CUST_JKN76R,96.29,60,19,0
CUST_AXBN6F,182.8,23,1,1
CUST_YQ7RQ0,66.17,67,18,0
CUST_080GAB,152.19,63,13,0
CUST_URWO85,41.5,44,1,1
CUST_DJJJGB,32.76,35,6,0
CUST_QOIMOO,172,40,12,0
CUST_VNAFY0,177.87,25,9,1
CUST_5U3LSN,119.88,45,2,0
CUST_YLAJOB,142.62,76,15,0
CUST_BVEX9Z,74.43,54,4,1
CUST_YYD8D8,37.72,28,9,1
CUST_FK5NY2,45.54,21,6,1
CUST_QAXZQT,39.65,11,6,1
CUST_D7SNA2,151.06,61,14,0
CUST_RX6E01,179.68,40,3,1
CUST_1AP3IM,64.63,49,8,1
CUST_D4KLQR,63.07,46,13,1
CUST_UMF9Y9,131.67,21,18,1
CUST_ZSDOA1,198.76,64,16,1
CUST_R0ZELC,151.48,89,13,1
CUST_0O529J,38.58,22,8,1
CUST_K7MLJO,21.06,42,10,0
CUST_G19HXU,128.06,60,2,1
CUST_RSYANB,37.55,39,19,0
CUST_PTJXTK,116.22,41,13,1
CUST_MXYFH6,160.03,88,4,0
CUST_QVJ6KY,97.95,52,10,0
CUST_A6FRWM,28.43,82,16,1
CUST_HIUWVD,164.6,18,16,1
CUST_C95HIZ,187.93,7,11,0
CUST_DK63FG,111.03,7,19,0
CUST_KJINFL,94.4,57,15,0
CUST_JG0WEA,158.65,15,18,0
CUST_UXIE4Z,88.8,53,8,1
CUST_3DQVB6,179.96,48,12,1
CUST_PJ39E8,110.43,40,4,1
CUST_A4JIEA,177.64,82,16,0
CUST_MMFK6X,45.55,27,1,1
CUST_LZX1UJ,184.17,12,8,1
CUST_IXR28K,43.8,29,16,0
CUST_ZB0NLO,33.64,77,12,1
CUST_11XNYF,120.38,23,3,1
CUST_E3LWZI,184.13,9,2,1
CUST_H5EDEB,77.3,30,10,0
CUST_EP8RQT,39.91,48,18,1
CUST_0387QQ,173,13,19,1
CUST_64IBQ1,176.93,74,4,1
CUST_BFWKIU,193.82,46,17,1
CUST_6BQGS5,41.2,46,9,1
CUST_KB69A4,114.18,7,2,1
CUST_G3BA8I,177.53,63,10,1
CUST_DGLZNY,165.65,83,6,0
CUST_SJTJX3,51.33,14,18,0
CUST_TCX2TI,150.33,17,10,0
CUST_B610CG,42.07,42,5,1
CUST_3PZLR0,196.98,71,5,1
CUST_C76SQ9,179.12,66,17,1
CUST_7GF1VR,93.39,58,7,0
CUST_RSMV37,79.83,39,9,0
CUST_L36BIV,148.72,34,8,0
CUST_UK4N6Y,57.76,87,6,0
CUST_CLIW48,175.83,66,5,1
CUST_XGW4N7,127.54,16,4,0
CUST_H20OM2,42.79,54,17,0
CUST_3UELVW,170.95,22,13,1
CUST_QU6UTX,60.85,81,18,0
CUST_6YW32A,197.75,16,5,0
CUST_OFHZXG,106.8,5,4,1
CUST_6445MV,171.78,71,9,0
CUST_2U7Y95,95.28,82,10,0
CUST_DA8NIE,20.64,5,14,0
CUST_8QGD88,170.77,25,18,1
CUST_7VZS6V,155.03,48,4,1
CUST_76Q8SB,122.91,37,6,1
CUST_OYIJGS,107.19,63,7,0
CUST_56UEG6,92.03,50,9,1
CUST_8VW0YA,87.49,50,2,1
CUST_P45EFT,109.57,37,3,0
CUST_5WJIT2,52.91,48,17,0
CUST_CLZD1B,117.32,59,4,1
CUST_29DO3Z,151.9,33,3,0
CUST_XQ0IB2,197.69,33,9,1
CUST_TH4AX7,38.37,81,13,0
CUST_JYUP6C,61.74,44,6,0
CUST_4AT9YP,156.5,31,19,1
CUST_9MZWN4,109.48,7,19,1
CUST_BDEWU2,178.66,39,13,1
CUST_DPYEWK,139.25,24,13,0
CUST_TC3OEL,34.25,25,19,1
CUST_FGP77J,138.69,7,18,0
CUST_JUYKSK,123.98,67,7,0
CUST_L1061H,107.71,80,3,0
CUST_K8LE5B,113.89,46,19,1
CUST_GFJ0NT,73.46,46,1,1
CUST_XF28CC,35.01,44,2,1
CUST_P35U7V,20.14,32,15,1
CUST_5FC1TO,21.79,44,1,0
CUST_IN02TC,155.9,11,10,0
CUST_E3CRWI,113.5,35,19,1
CUST_Y04UD6,129.75,42,1,0
CUST_DAP2K9,125.3,87,9,0
CUST_Q5FSZG,32.46,9,7,1
CUST_FSL8UV,137.2,21,4,1
CUST_7YA3XA,82.36,51,13,1
CUST_ZVWG1W,133.24,49,16,1
CUST_IW23JV,140.72,44,17,0
CUST_BA60CU,167.66,73,9,1
CUST_XFQR1G,67.27,88,10,1
CUST_WWR6JS,179.7,16,18,0
CUST_HT267O,20.18,64,8,1
CUST_IADC28,180.83,82,19,0
CUST_8IB9HO,62.29,14,7,1
CUST_TTT502,104.35,57,11,1
CUST_1CMR6K,168.73,21,1,0
CUST_W3GN6Y,88.24,59,19,0
CUST_8S62CX,198,61,17,0
CUST_1VFPOM,113.24,59,18,0
CUST_YL52AV,184.65,69,11,0
CUST_A90ZMN,43.89,63,6,0
CUST_FRF6AV,87.27,65,14,0
CUST_DW1D8Z,82.56,12,8,1
CUST_6B2T0Q,97,6,14,1
CUST_ZCMTTA,74.98,81,2,0
CUST_J1996K,153.4,34,5,1
CUST_ROI52I,41.94,53,5,1
CUST_XMZLUJ,124.4,67,4,1
CUST_W2GG22,156.92,73,2,1
CUST_KG3OO7,186.09,53,18,0
CUST_SNSMSZ,37.71,69,5,1
CUST_BO8NNT,124.96,20,3,0
CUST_22L4MN,126.33,56,17,1
CUST_6CYBKL,150.16,69,10,1
CUST_8CVNG1,116.41,62,3,0
CUST_PGGGEH,67.41,34,5,1
CUST_AAZBC0,137.87,86,14,0
CUST_Q9UHG9,77.06,22,14,1
CUST_Y8U58L,87.07,53,5,1
CUST_XJZ0YA,34.47,55,16,1
CUST_PZ3DGY,70.57,74,12,1
CUST_UEATMR,183.59,34,1,1
CUST_7Y4EPV,164.11,87,4,1
CUST_QZRYRQ,187.34,52,8,1
CUST_PIEEP4,59.16,49,9,0
CUST_RODNSR,73.1,87,13,1
CUST_WSERWH,122.07,30,11,0
CUST_T42BGU,144.97,49,17,0
CUST_G1XQ61,37.19,70,10,1
CUST_QHM6X5,86.14,29,14,0
CUST_PBCB53,194.61,78,14,1
CUST_16OMON,56.93,64,7,0
CUST_QLOAI3,36.27,41,3,1
CUST_1L2D6C,100.79,12,5,1
CUST_Z1UDJ6,144.81,57,5,1
CUST_AKFDY8,30.98,46,13,1
CUST_U6GU77,174.91,20,15,1
CUST_URJW4T,71.02,76,7,1
CUST_QLAFU3,143.46,87,10,0
CUST_QM5W1D,54.73,48,6,0
CUST_ZADFKP,103.39,66,12,0
CUST_3DRAXD,158.14,85,8,1
CUST_4D0U8Z,185.17,7,6,0
CUST_WDKVFT,168.16,89,12,0
CUST_LIKCBH,126.18,52,13,1
CUST_OUT58L,118.3,49,3,1
CUST_2U58HO,72.68,14,11,1
CUST_NYZ31E,73.68,53,2,0
CUST_1EQND6,128.63,88,2,0
CUST_WO74EM,131.78,86,16,0
CUST_MO1VBL,196.81,60,6,0
CUST_AG7R64,154.47,36,13,0
CUST_UNGIOM,189.37,17,18,1
CUST_6QMPQX,38.75,82,17,0
CUST_5RNJKD,27.8,59,17,1
CUST_Y4JX5T,125.71,68,11,0
CUST_XFPC3V,112.08,68,3,1
CUST_7JOAKD,116.93,51,17,1
CUST_IB8JRU,109.86,31,19,0
CUST_Z1WQH7,67.52,10,6,0
CUST_0EKTEO,86.16,48,7,0
CUST_AAW81B,110.44,70,19,1
CUST_RGSXQ5,93.47,80,10,0
CUST_K8JH7M,188.72,84,10,0
CUST_W7OM5N,175.95,11,17,0
CUST_Y7OPL9,70.01,33,3,1
CUST_HC5E6C,70.24,46,15,0
CUST_GGOKXE,122.36,43,1,1
CUST_3JTLFJ,52.89,58,10,1
CUST_U42MFP,86.28,51,19,1
CUST_GZEMCU,181.98,67,15,0
CUST_WMAZD7,136.95,11,12,0
CUST_VGL14X,152.88,57,5,0
CUST_PYBFIQ,112.41,44,3,0
CUST_NUVQ6W,139.81,10,19,1
CUST_CAP7L2,97.53,34,18,1
CUST_08FVTM,194,71,8,1
CUST_MUBIC1,129.2,45,5,0
CUST_VF1K9S,25.35,44,11,0
CUST_C68Z9C,142.61,49,7,1
CUST_9SFED9,92.55,45,4,1
CUST_EW8JMF,50.62,49,15,0
CUST_2V0EZT,117.22,26,11,0
CUST_24LC84,133.56,67,9,1
CUST_C8CIJT,47.05,84,10,1
CUST_UV01GY,162.44,19,11,0
CUST_P1M1HI,126.62,56,19,0
CUST_XJXIAD,159.85,82,14,1
CUST_EHZXKP,146.83,18,7,1
CUST_CGLTOJ,64.12,56,6,0
CUST_952NKM,156.04,85,6,1
CUST_OO4P5H,102.77,43,8,1
CUST_8898U7,146.36,7,8,0
CUST_93QQ13,120.49,50,10,1
CUST_OLCGR2,142.58,22,4,1
CUST_Z6MNGY,52.32,30,3,1
CUST_RKOHJY,198.21,75,6,0
CUST_J183QK,56.58,87,16,0
CUST_AJTNJD,196.35,22,13,0
CUST_OBJVTT,38.32,7,8,1
CUST_MQNLX5,137.36,86,12,0
CUST_IQ9OFC,84.75,17,15,1
CUST_37ST5M,88.12,79,9,1
CUST_EG68YX,127.09,43,17,1
CUST_Z0Q56T,22.63,16,6,0
CUST_LEVFR7,47.77,85,2,0
CUST_DO57WT,93.99,24,3,1
CUST_56JDJM,79.14,74,3,0
CUST_RQ8PIY,23.07,67,7,0
CUST_H0X9BM,47.49,35,1,1
CUST_XFBREZ,98.92,20,5,0
CUST_D1FR8X,121.04,38,7,1
CUST_0B3HBP,63.44,54,3,0
CUST_KPZJTB,101.81,69,17,0
CUST_FLQW3U,177.14,76,10,1
CUST_ZKFC89,122.74,79,2,1
CUST_RKNF1R,123.1,45,12,1
CUST_BT013L,174.38,48,8,0
CUST_88S44Y,82.59,63,17,0
CUST_FW94OG,41.7,45,16,0
CUST_04AKD1,37.95,27,3,1
CUST_X4VYTZ,176.86,78,18,1
CUST_ZP0Y98,102.03,54,1,0
CUST_22B0J9,188.11,37,9,0
CUST_KVEDJM,172.02,19,11,0
CUST_J1YBLT,176.6,85,18,0
CUST_YQN64K,61.26,66,13,0
CUST_MLJXE2,86.55,37,1,0
CUST_6QBHZX,165.36,65,5,1
CUST_TLMNYC,89.05,12,8,1
CUST_8ILHGO,177.44,18,5,0
CUST_1QJ5BQ,156.41,6,4,1
CUST_XAFLWQ,98.44,27,3,0
CUST_XXYT1D,172.2,41,3,1
CUST_269TD4,140.1,43,8,1
CUST_E6EVQ0,132.04,9,8,0
CUST_I3X4E0,137.86,40,1,1
CUST_MYHWL6,69.88,42,14,1
CUST_8LR9UY,47.72,49,1,1
CUST_QH8VGN,128.49,88,19,0
CUST_BGDRU1,58.13,46,5,0
CUST_BKQDHP,197.98,79,14,1
CUST_Q48CT2,174.95,41,14,0
CUST_E8OER3,112.09,73,6,1
CUST_SIJSBV,71.43,52,11,1
CUST_HP9FIB,119.22,83,17,1
CUST_MBZ2C6,131.59,87,6,1
CUST_YR8D0O,26.55,58,8,1
CUST_BEXUPP,33.16,18,11,0
CUST_ADABQR,194.98,14,4,1
CUST_9LTEVX,151.54,27,1,0
CUST_TM4F5Z,140.34,29,18,0
CUST_OV3JZ4,179.46,89,3,1
CUST_HLA9HH,194.57,32,11,0
CUST_ISHLYH,158.64,17,10,1
CUST_ML0UY3,97.51,21,13,0
CUST_WIC77E,175.02,50,5,1
CUST_FWOI0H,153.38,28,9,0
CUST_RVSXOQ,140.62,75,17,1
CUST_SZYUG2,85.08,35,10,0
CUST_HWW0GP,140.63,31,3,0
CUST_K8H8DG,110.27,64,9,0
CUST_B9MMNR,95.64,87,11,1
CUST_99WPRM,90.93,15,11,1
CUST_LA3ENH,172.95,18,10,1
CUST_QLG9Z0,140.78,21,4,0
CUST_QLNYLH,175.28,37,16,0
CUST_V7JPM9,117.4,86,5,0
CUST_NYFCOF,114.54,23,5,0
CUST_A79C14,164.86,82,2,0
CUST_2ZU5AQ,63.65,39,16,1
CUST_AAZ8RQ,154.41,47,8,1
CUST_CPSXXS,176.82,77,7,1
CUST_HKSU1G,33.59,9,1,1
CUST_GMVPRJ,26.06,15,18,0
CUST_MLSJ6H,30.91,41,13,1
CUST_I0WIEF,87.84,44,3,1
CUST_AC9JA0,146.56,73,12,0
CUST_SVR4PR,199.38,73,18,1
CUST_V1N3RX,95.67,28,16,1
CUST_HCJJXE,119.26,18,3,0
CUST_0M6KW1,109.6,57,3,0
CUST_QKLJ7V,115.41,32,18,0
CUST_L0KDOK,112.86,65,12,0
CUST_4YFK96,23.55,64,16,0
CUST_3NFYD0,146.59,76,5,1
CUST_4NLRLL,132.05,85,13,1
CUST_IPP0XM,148.39,72,13,0
CUST_HUCDTR,72.5,32,2,1
CUST_QHWVO6,82.9,32,7,0
CUST_Q68J1X,134.38,30,2,1
CUST_IU2N61,141.36,72,18,0
CUST_83765H,197.79,76,12,0
CUST_ZE32SK,155.32,24,9,0
CUST_ARUSF2,85.73,86,12,1
CUST_QUNR2A,135.79,19,13,0
CUST_XX8Z0E,49.83,29,3,1
CUST_21ELN2,187.04,41,8,0
CUST_G7GX84,73.44,86,11,0
CUST_QOWUAQ,101.53,11,10,0
CUST_7ZX1K0,32.7,64,12,1
CUST_DO0J2F,103.45,10,11,1
CUST_XHEI3Q,161.12,43,1,0
CUST_VAZWXZ,181.07,46,6,1
CUST_S7ARS8,94.67,33,1,0
CUST_P1RDXR,22.64,83,4,0
CUST_S78ZA9,111.73,54,6,0
CUST_BNY789,160.04,61,1,1
CUST_2F5BZY,94.99,45,11,0
CUST_9JD2W2,185.36,17,13,1
CUST_JMKFIC,97.73,22,18,0
CUST_QOB2FS,88.81,19,13,0
CUST_NKS5JM,168.5,35,11,1
CUST_1XXH92,115.68,13,15,1
CUST_LNBUNN,47.45,36,15,0
CUST_WQF0CW,59.6,20,11,1
CUST_4DTD3S,139.16,59,7,1
CUST_RXRJO8,148.04,47,5,0
CUST_OXSX6J,87.19,82,10,1
CUST_W5A0HJ,165.96,84,17,1
CUST_LHPIS6,193.51,6,15,0
CUST_WSUKIZ,176.86,74,10,1
CUST_61ECP9,51.07,24,3,1
CUST_W023QV,148.76,22,9,1
CUST_B9H9B4,22.16,9,10,0
CUST_30ZTG5,29.41,77,8,0
CUST_N3GW80,162.12,63,10,0
CUST_P81LAU,194.06,62,9,0
CUST_NA3B99,126.01,44,11,1
CUST_SIP61V,165.13,12,3,1
CUST_BTLCEW,25.4,33,8,0
CUST_E9TQO4,61.2,32,10,1
CUST_F0R9GL,99.16,15,15,0
CUST_QCB8ED,84.83,33,3,0
CUST_6Y2RC4,175.1,27,1,1
CUST_GUATFH,45.57,13,4,0
CUST_OCZFCI,121.04,26,6,1
CUST_P4WEHB,94.98,55,1,1
CUST_SWVZ3I,141.05,46,8,0
CUST_N3BEWX,101.72,60,12,1
CUST_YSDVI4,199.82,63,12,0
CUST_AROLHP,27.01,27,12,0
CUST_PXOJOH,180.85,62,4,0
CUST_A0UNII,116.54,82,19,1
CUST_1BMNEO,62.24,51,11,0
CUST_CAD4BU,23.61,6,9,1
CUST_N59X1G,190.42,46,12,0
CUST_GZO3AZ,145.99,79,19,1
CUST_Q93Z88,113.59,18,8,1
CUST_D1OXOH,69.21,18,10,1
CUST_VZ2AHC,41.46,72,10,1
CUST_36WESH,76.46,11,19,0
CUST_RD6I98,53.76,30,3,0
CUST_D28LY3,65.46,54,18,0
CUST_GUCCGR,60.91,47,2,0
CUST_PBG2Y0,141.23,8,5,0
CUST_VVEFPN,78.61,57,11,1
CUST_WT5L73,50.59,87,2,0
CUST_MIILLM,31.01,47,15,0
CUST_120N3C,39.93,30,1,0
CUST_V0U8QS,168.25,34,9,0
CUST_SA0AGV,106.65,39,10,1
CUST_XDDSOC,146.14,30,14,0
CUST_IMAS8G,132.44,41,8,0
CUST_IF5254,63.25,35,9,0
CUST_SPKJVK,171.09,21,3,1
CUST_VKKP90,70.73,12,17,1
CUST_T620NG,58.2,62,11,0
CUST_013933,43.07,64,17,1
CUST_F3NY8A,153.21,6,14,0
CUST_ME4VU8,26.74,61,2,0
CUST_B5S9QU,38.08,68,10,0
CUST_ZD37VM,107.57,36,9,0
CUST_MV9S0J,99.7,88,6,0
CUST_R3HM0K,144.26,13,2,0
CUST_8HV3GU,83.8,76,17,1
CUST_R2C9GC,192.94,64,14,1
CUST_45X8ZK,71.03,53,12,0
CUST_2YMOGJ,161.45,57,17,0
CUST_12YNQZ,171.74,60,3,0
CUST_J0HTJD,143.95,13,17,0
CUST_KB4BRJ,75.61,83,17,0
CUST_34U9JI,145.28,46,13,0
CUST_OJW64Y,102.54,34,4,0
CUST_85Z8U9,144.2,13,9,1
CUST_UAZ4R3,88.06,56,11,0
CUST_2N6449,186.5,49,12,0
CUST_1NE8EP,42.48,78,7,0
CUST_V0YGHF,63.27,46,7,1
CUST_Y31N16,95.05,25,16,1
CUST_KZWXK6,80.88,75,12,1
CUST_QCPW34,67.48,13,2,0
CUST_P7JA7F,194.83,67,2,0
CUST_AKKPSH,166.33,74,19,1
CUST_B3EFH5,77.1,22,15,0
CUST_WBIFHC,60.46,59,10,0
CUST_M74BZH,166.98,80,16,1
CUST_X9FSSL,152.78,63,2,0
CUST_JMU63X,73.95,76,4,1
CUST_H1LOOQ,153.13,27,3,1
CUST_DGRJVS,178.34,18,9,1
CUST_CRJ5NF,62.58,36,18,1
CUST_65G017,48.56,79,4,1
CUST_35C1P5,173.97,87,10,1
CUST_CB1BYG,149.53,87,12,1
CUST_CTJVKC,46.95,13,13,1
CUST_NYWK0T,31.04,78,14,1
CUST_Y4CG8N,104.17,58,9,1
CUST_OFRD44,149.66,37,16,1
CUST_R46RQV,117.69,69,13,0
CUST_92TSKU,41.23,22,13,1
CUST_5VUPAD,62.85,25,18,0
CUST_430SQS,183.49,60,13,0
CUST_I6BSN0,198.49,6,14,0
CUST_0CPBHE,71.56,42,17,1
CUST_19B9ET,154.44,25,9,0
CUST_I5OSJO,90.87,31,1,1
CUST_0R1ZR2,71.2,65,15,0
CUST_ZATVYZ,36.16,79,6,1
